code,name,title,link
603019,中科曙光,中科曙光2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603019&announcementId=1222707755&orgId=9900023134&announcementTime=2025-03-04
872808,曙光数创,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=872808&announcementId=1222707371&orgId=gfbj0872808&announcementTime=2025-03-03
300353,东土科技,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300353&announcementId=1222694710&orgId=9900006124&announcementTime=2025-03-03
000063,中兴通讯,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000063&announcementId=1222675749&orgId=gssz0000063&announcementTime=2025-02-28
688041,海光信息,海光信息技术股份有限公司2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688041&announcementId=1222675682&orgId=9900048365&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674726&orgId=9900023933&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2022年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674722&orgId=9900023933&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2018年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674729&orgId=9900023933&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2017年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674715&orgId=9900023933&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2021年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674716&orgId=9900023933&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2020年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674713&orgId=9900023933&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2019年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674710&orgId=9900023933&announcementTime=2025-02-28
300437,清水源,河南清水源科技股份有限公司2016年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300437&announcementId=1222674709&orgId=9900023933&announcementTime=2025-02-28
600506,统一股份,统一低碳科技（新疆）股份有限公司2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600506&announcementId=1222673452&orgId=gssh0600506&announcementTime=2025-02-27
001207,联科科技,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=001207&announcementId=1222663605&orgId=9900041710&announcementTime=2025-02-27
603019,中科曙光,中科曙光2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603019&announcementId=1222707755&orgId=9900023134&announcementTime=2025-03-04
872808,曙光数创,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=872808&announcementId=1222707371&orgId=gfbj0872808&announcementTime=2025-03-03
300353,东土科技,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300353&announcementId=1222694710&orgId=9900006124&announcementTime=2025-03-03
000063,中兴通讯,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002138&announcementId=1222663258&orgId=9900003163&announcementTime=2025-02-27
002138,顺络电子,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002138&announcementId=1222663234&orgId=9900003163&announcementTime=2025-02-27
605077,华康股份,华康股份2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=605077&announcementId=1222662617&orgId=9900039807&announcementTime=2025-02-27
300842,帝科股份,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300842&announcementId=1222662510&orgId=9900038394&announcementTime=2025-02-27
002162,悦心健康,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002162&announcementId=1222661912&orgId=9900003445&announcementTime=2025-02-27
603009,北特科技,北特科技2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603009&announcementId=1222661481&orgId=9900022982&announcementTime=2025-02-27
688082,盛美上海,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688082&announcementId=1222651596&orgId=nssc1000455&announcementTime=2025-02-26
002675,东诚药业,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002675&announcementId=1222651114&orgId=9900022707&announcementTime=2025-02-26
603196,日播时尚,日播时尚2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603196&announcementId=1222637762&orgId=9900031491&announcementTime=2025-02-25
603050,科林电气,科林电气 2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603050&announcementId=1222627863&orgId=9900023860&announcementTime=2025-02-24
301522,上大股份,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=301522&announcementId=1222627492&orgId=9900056251&announcementTime=2025-02-24
600535,天士力,天士力2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600535&announcementId=1222626583&orgId=gssh0600535&announcementTime=2025-02-24
300708,聚灿光电,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300708&announcementId=1222431163&orgId=9900031433&announcementTime=2025-01-24
688100,威胜信息,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688100&announcementId=1222663570&orgId=9900039047&announcementTime=2025-02-27
002271,东方雨虹,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002271&announcementId=1222663514&orgId=9900005238&announcementTime=2025-02-27
600299,安迪苏,安迪苏2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600299&announcementId=1222663425&orgId=gssh0600299&announcementTime=2025-02-27
002138,顺络电子,2024年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002138&announcementId=1222663234&orgId=9900003163&announcementTime=2025-02-27
300632,光莆股份,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300632&announcementId=1222115086&orgId=gfbj0430568&announcementTime=2024-12-23
300632,光莆股份,2022年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300632&announcementId=1222115078&orgId=gfbj0430568&announcementTime=2024-12-23
873576,天力复合,2023年年度报告（更正公告）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=873576&announcementId=1221941789&orgId=gfbj0873576&announcementTime=2024-12-04
873576,天力复合,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=873576&announcementId=1221941782&orgId=gfbj0873576&announcementTime=2024-12-04
002097,山河智能,2023年年度报告全文（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002097&announcementId=1221570452&orgId=9900001621&announcementTime=2024-10-30
002097,山河智能,2021年年度报告全文（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002097&announcementId=1221570442&orgId=9900001621&announcementTime=2024-10-30
002097,山河智能,2020年年度报告全文（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002097&announcementId=1221570439&orgId=9900001621&announcementTime=2024-10-30
002097,山河智能,2022年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002097&announcementId=1221570432&orgId=9900001621&announcementTime=2024-10-30
002825,纳尔股份,上海纳尔实业股份有限公司2023年年度报告(更正后),http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002825&announcementId=1221523417&orgId=9900028910&announcementTime=2024-10-27
002413,雷科防务,2023年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002413&announcementId=1221489979&orgId=9900012690&announcementTime=2024-10-23
688516,奥特维,无锡奥特维科技股份有限公司2024年半年度报告英文版,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688516&announcementId=1221474216&orgId=gfbj0836288&announcementTime=2024-10-22
603839,安正时尚,安正时尚集团股份有限公司2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603839&announcementId=1221258604&orgId=9900030003&announcementTime=2024-09-20
002569,ST步森,2023年年度报告（补充更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221158964&orgId=9900019034&announcementTime=2024-09-06
002569,ST步森,2022年年度报告（补充更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221158959&orgId=9900019034&announcementTime=2024-09-06
002569,ST步森,2021年年度报告全文（补充更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221158953&orgId=9900019034&announcementTime=2024-09-06
834475,三友科技,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=834475&announcementId=1222419776&orgId=gfbj0834475&announcementTime=2025-01-22
834475,三友科技,2023年年度报告（更正公告）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=834475&announcementId=1222419764&orgId=gfbj0834475&announcementTime=2025-01-22
600165,*ST宁科,*ST宁科2022年年度报告（2024年12月修订）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600165&announcementId=1222168015&orgId=gssh0600165&announcementTime=2024-12-27
600165,*ST宁科,*ST宁科2023年年度报告（2024年12月修订）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600165&announcementId=1222168006&orgId=gssh0600165&announcementTime=2024-12-27
002808,ST恒久,2022年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002808&announcementId=1221114580&orgId=9900010487&announcementTime=2024-09-02
002808,ST恒久,2021年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002808&announcementId=1221114578&orgId=9900010487&announcementTime=2024-09-02
002808,ST恒久,2019年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002808&announcementId=1221114577&orgId=9900010487&announcementTime=2024-09-02
002808,ST恒久,2023年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002808&announcementId=1221114573&orgId=9900010487&announcementTime=2024-09-02
002388,新亚制程,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002388&announcementId=1221091525&orgId=9900011729&announcementTime=2024-08-30
002569,ST步森,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221058835&orgId=9900019034&announcementTime=2024-08-29
002569,ST步森,2021年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221058830&orgId=9900019034&announcementTime=2024-08-29
002569,ST步森,2019年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221058826&orgId=9900019034&announcementTime=2024-08-29
002569,ST步森,2022年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221058817&orgId=9900019034&announcementTime=2024-08-29
002569,ST步森,2020年年度报告全文（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002569&announcementId=1221058816&orgId=9900019034&announcementTime=2024-08-29
300224,正海磁材,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300224&announcementId=1221053613&orgId=9900019287&announcementTime=2024-08-29
300786,国林科技,2023年年度报告（更新后 ）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300786&announcementId=1221052900&orgId=9900023921&announcementTime=2024-08-29
830974,凯大催化,2022年年度报告（更正公告）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=830974&announcementId=1221036030&orgId=gfbj0830974&announcementTime=2024-08-27
830974,凯大催化,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=830974&announcementId=1221036028&orgId=gfbj0830974&announcementTime=2024-08-27
830974,凯大催化,2023年年度报告（更正公告）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=830974&announcementId=1221036026&orgId=gfbj0830974&announcementTime=2024-08-27
830974,凯大催化,2022年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=830974&announcementId=1221036023&orgId=gfbj0830974&announcementTime=2024-08-27
301072,中捷精工,江苏中捷精工科技股份有限公司2022年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=301072&announcementId=1221004780&orgId=nssc1000565&announcementTime=2024-08-27
002598,山东章鼓,2023年年度报告全文（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002598&announcementId=1221124611&orgId=9900020704&announcementTime=2024-09-03
002808,ST恒久,2020年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002808&announcementId=1221114585&orgId=9900010487&announcementTime=2024-09-02
002808,ST恒久,2022年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002808&announcementId=1221114580&orgId=9900010487&announcementTime=2024-09-02
002808,ST恒久,2021年年度报告（更新后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=301152&announcementId=1220835286&orgId=gfbj0833757&announcementTime=2024-08-09
301152,天力锂能,新乡天力锂能股份有限公司2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=301152&announcementId=1220835285&orgId=gfbj0833757&announcementTime=2024-08-09
603567,珍宝岛,黑龙江珍宝岛药业股份有限公司2023年年度报告-修订版,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603567&announcementId=1220814649&orgId=9900023465&announcementTime=2024-08-07
300265,通光线缆,2023年年度报告(更新后),http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300265&announcementId=1220766363&orgId=9900020970&announcementTime=2024-07-31
000584,*ST工智,江苏哈工智能机器人股份有限公司2023年年度报告（更新稿）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000584&announcementId=1220755914&orgId=gssz0000584&announcementTime=2024-07-30
300719,安达维尔,2022年年度报告(更正后),http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300719&announcementId=1220756048&orgId=9900033855&announcementTime=2024-07-30
300719,安达维尔,2021年年度报告(更正后),http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300719&announcementId=1220756049&orgId=9900033855&announcementTime=2024-07-30
300719,安达维尔,2023年年度报告(更正后),http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300719&announcementId=1220756047&orgId=9900033855&announcementTime=2024-07-30
688010,福光股份,2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688010&announcementId=1220732001&orgId=9900038992&announcementTime=2024-07-25
688070,纵横股份,2023年年度报告(修订版),http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688070&announcementId=1220720522&orgId=9900041841&announcementTime=2024-07-24
600448,华纺股份,华纺股份：2023年年度报告（修订）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600448&announcementId=1220690965&orgId=gssh0600448&announcementTime=2024-07-19
300353,东土科技,北京东土科技股份有限公司2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300353&announcementId=1220690958&orgId=9900006124&announcementTime=2024-07-19
688077,大地熊,大地熊2023年年度报告（更新版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688077&announcementId=1220664390&orgId=9900035313&announcementTime=2024-07-17
300241,瑞丰光电,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300241&announcementId=1220653167&orgId=9900020053&announcementTime=2024-07-16
002239,奥特佳,奥特佳新能源科技股份有限公司2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002239&announcementId=1220626522&orgId=9900004648&announcementTime=2024-07-12
688669,聚石化学,2023年年度报告( 修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688669&announcementId=1220616163&orgId=gfbj0833817&announcementTime=2024-07-11
688345,博力威,2023年年度报告（更新版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688345&announcementId=1220614996&orgId=nssc1000127&announcementTime=2024-07-11
688793,倍轻松,2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688793&announcementId=1220603622&orgId=gfbj0837027&announcementTime=2024-07-10
688610,埃科光电,2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688610&announcementId=1220602137&orgId=9900056071&announcementTime=2024-07-10
688084,晶品特装,2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688084&announcementId=1220600755&orgId=9900047316&announcementTime=2024-07-10
688560,明冠新材,明冠新材2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688560&announcementId=1220987129&orgId=9900037841&announcementTime=2024-08-26
688628,优利德,2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688628&announcementId=1220950875&orgId=nssc1000176&announcementTime=2024-08-22
688301,奕瑞科技,奕瑞科技2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688553&announcementId=1220560616&orgId=nssc1000740&announcementTime=2024-07-08
688685,迈信林,江苏迈信林航空科技股份有限公司2023年年度报告（更正版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688685&announcementId=1220543281&orgId=nssc1000499&announcementTime=2024-07-05
688496,清越科技,清越科技2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688496&announcementId=1220542562&orgId=9900051401&announcementTime=2024-07-05
000876,新 希 望,2023年年度报告（英文版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000876&announcementId=1220542543&orgId=gssz0000876&announcementTime=2024-07-05
002042,华孚时尚,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002042&announcementId=1220541900&orgId=gssz0002042&announcementTime=2024-07-05
688182,灿勤科技,江苏灿勤科技股份有限公司2023年年度报告（更新版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688182&announcementId=1220540901&orgId=nssc1000567&announcementTime=2024-07-05
300630,普利制药,2023年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300630&announcementId=1220543547&orgId=9900031463&announcementTime=2024-07-05
000413,东旭光电,2023年年度报告,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000413&announcementId=1220543292&orgId=gssz0000413&announcementTime=2024-07-05
603609,禾丰股份,禾丰股份2023年年度报告（英文版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603609&announcementId=1220526219&orgId=9900022976&announcementTime=2024-07-03
688287,观典防务,2022年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688287&announcementId=1220522108&orgId=gfbj0832317&announcementTime=2024-07-02
688287,观典防务,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688287&announcementId=1220522104&orgId=gfbj0832317&announcementTime=2024-07-02
839719,宁新新材,2023年年度报告（更正公告）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=839719&announcementId=1220521611&orgId=gfbj0839719&announcementTime=2024-07-01
839719,宁新新材,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=839719&announcementId=1220521601&orgId=gfbj0839719&announcementTime=2024-07-01
688159,有方科技,有方科技：2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688159&announcementId=1220512944&orgId=gfbj0835770&announcementTime=2024-07-01
603226,菲林格尔,2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603226&announcementId=1220511719&orgId=9900031772&announcementTime=2024-07-01
300478,杭州高新,杭州高新材料科技股份有限公司2023年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300478&announcementId=1220511781&orgId=9900024807&announcementTime=2024-07-01
300478,杭州高新,杭州高新橡塑材料股份有限公司2022年年度报告（更正后）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300478&announcementId=1220511782&orgId=9900024807&announcementTime=2024-07-01
688127,蓝特光学,2023年年度报告（修订版）,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688127&announcementId=1220505771&orgId=gfbj0836383&announcementTime=2024-06-30
603580,艾艾精工,艾艾精工2023年年度报告(更新版),http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603580&announcementId=1220500898&orgId=gfbj0430599&announcementTime=2024-06-28
